AGE,SEX,YEAR,HANDED,HEIGHT,WEIGHT,WRIST_CIRC,HAND_LENGTH,HEAD_CIRC,SPAN,FOOT_LENGTH,EAR,EYES
40,Male,2011,Right,1.755,100.1,187,196,578,1772,278,22,68.5
40,Male,2011,Right,1.591,70.1,162,176,551,1578,243,22,68
38,Male,2011,Right,1.86,112.5,198,209,572,1812,277,23,64
26,Male,2011,Right,1.743,69.9,172,176,557,1706,257,21,61
27,Male,2011,Left,1.744,76.5,171,189,563,1772,267,25,63
39,Male,2011,Right,1.79,100.7,175,194,588,1829,264,23,64
37,Male,2011,Right,1.799,103.4,183,195,577,1830,273,24,64
31,Male,2011,Right,1.73,103.2,186,188,603,1805,269,24,62.5
38,Male,2011,Right,1.682,65.6,172,186,588,1733,257,23,62.5
26,Male,2011,Right,1.735,92.1,178,186,574,1818,268,26,67
32,Male,2011,Right,1.692,63.2,177,183,563,1729,255,23,59.5
30,Male,2011,Right,1.834,67.1,177,188,555,1849,274,25,67
24,Male,2011,Right,1.853,102.6,178,198,587,1914,287,25,63.5
35,Male,2011,Left,1.803,87.4,174,196,579,1844,277,25,62.5
39,Male,2011,Right,1.805,99.5,183,193,584,1816,277,22,57
37,Male,2011,Right,1.815,94.6,187,197,587,1886,287,20,68.5
22,Male,2011,Left,1.882,103.9,197,206,599,1920,294,27,67.5
31,Male,2011,Right,1.754,93.2,175,185,578,1802,270,25,61.5
34,Male,2011,Right,1.835,85.3,174,204,594,2006,281,24,70.5
29,Male,2011,Right,1.829,103.2,182,195,600,1846,290,24,65.5
33,Male,2011,Right,1.827,107.8,178,191,572,1889,268,25,64
27,Male,2011,Right,1.785,96.2,186,197,594,1878,283,25,69
34,Male,2011,Right,1.715,96.1,181,187,568,1739,264,20,59
36,Male,2011,Right,1.827,76.2,176,195,569,1839,287,24,60
40,Male,2011,Right,1.796,71.2,166,200,564,1929,281,23,61.5
36,Male,2011,Right,1.693,78.6,173,182,569,1684,251,28,58.5
29,Male,2011,Right,1.823,76,165,186,574,1799,272,22,65
32,Male,2011,Right,1.842,95.2,186,195,580,1924,257,26,67.5
33,Male,2011,Right,1.771,100.1,188,194,583,1829,278,29,68.5
27,Male,2011,Right,1.729,75.8,183,193,566,1796,273,23,64.5
26,Male,2011,Right,1.724,84.5,174,201,561,1873,263,29,67.5
30,Male,2011,Right,1.765,92.8,171,186,584,1799,273,26,65
27,Male,2011,Right,1.803,91.5,189,197,569,1933,285,24,63.5
40,Male,2011,Left,1.796,114.6,183,204,587,1856,274,22,58.5
34,Male,2011,Right,1.811,114.2,191,192,577,1863,287,21,63.5
28,Male,2011,Right,1.826,95.1,177,185,577,1901,270,26,65.5
24,Male,2011,Right,1.717,83.6,177,190,580,1746,273,21,62.5
30,Male,2011,Right,1.718,84.5,168,187,566,1740,254,20,64.5
27,Male,2011,Right,1.797,91.1,182,193,572,1829,274,25,62.5
32,Male,2011,Right,1.817,97.4,176,193,590,1873,280,23,70
29,Male,2011,Left,1.767,90.9,173,197,577,1867,274,24,66
29,Male,2011,Right,1.822,86.7,180,210,573,1995,304,22,69
33,Male,2011,Right,1.665,59.4,159,176,568,1734,257,27,63.5
29,Male,2011,Right,1.827,89.2,178,206,560,1911,269,25,63
23,Male,2011,Right,1.791,87.9,175,193,588,1822,267,23,62.5
22,Male,2011,Right,1.822,100.7,190,205,568,1963,301,29,65
28,Male,2011,Right,1.82,101.6,181,199,607,1911,288,22,72.5
40,Male,2011,Right,1.814,110,187,197,578,1934,284,22,71.5
32,Male,2011,Right,1.838,119.2,197,205,589,1927,296,23,63
28,Male,2011,Right,1.781,78.7,180,213,571,1859,278,22,66
26,Male,2011,Right,1.893,74.4,193,215,567,1926,298,23,64.5
29,Male,2011,Right,1.607,63.2,162,174,547,1667,242,26,68
35,Male,2011,Right,1.725,82.2,177,192,567,1794,259,22,58.5
23,Male,2011,Right,1.842,71.4,175,204,573,1877,284,21,66
27,Male,2011,Right,1.792,74.6,175,190,573,1858,268,27,60.5
27,Male,2011,Right,1.78,80,177,204,580,1892,295,28,58
29,Male,2011,Right,1.78,94,175,198,577,1866,278,21,66
24,Male,2011,Right,1.767,69.5,173,189,559,1779,268,24,62
39,Male,2011,Right,1.845,110.5,205,214,593,1933,291,23,67
39,Male,2011,Right,1.797,85.5,178,205,590,1883,278,26,69.5
39,Male,2011,Left,1.805,118.3,191,203,584,1867,282,29,64.5
40,Male,2011,Right,1.664,81.7,174,186,579,1695,257,24,62
34,Male,2011,Right,1.788,85,179,204,588,1882,283,27,68.5
38,Male,2011,Right,1.821,104.5,188,207,590,1981,299,27,65
30,Male,2011,Right,1.685,89.9,181,186,552,1696,258,19,63
21,Male,2011,Right,1.715,72.7,176,186,552,1719,257,24,58
32,Male,2011,Right,1.763,90.8,178,198,589,1802,280,23,68
28,Male,2011,Right,1.74,95.3,178,194,596,1824,274,24,65
37,Male,2011,Right,1.771,84,183,196,577,1863,267,25,65
25,Male,2011,Right,1.672,71,180,177,572,1702,251,29,64
38,Male,2011,Right,1.77,106.7,182,194,575,1843,266,18,63
29,Male,2011,Right,1.69,77.2,170,178,562,1700,246,22,64.5
35,Male,2011,Right,1.763,81.7,176,194,573,1833,270,19,64
28,Male,2011,Right,1.737,79.3,170,194,571,1786,276,25,60.5
26,Male,2011,Right,1.804,81.3,182,207,585,1890,290,21,63
26,Male,2011,Right,1.798,85.2,174,197,584,1895,283,21,64.5
40,Male,2011,Right,1.745,113.9,204,203,624,1854,282,25,72.5
24,Male,2011,Right,1.694,74.7,167,177,568,1694,259,19,63
30,Male,2011,Left,1.824,97.2,191,184,569,1735,280,25,61
26,Male,2011,Right,1.772,96.3,180,195,596,1823,278,28,66.5
28,Male,2011,None,1.76,84.7,173,198,573,1898,286,24,65
27,Male,2011,Right,1.655,69.1,167,191,554,1746,259,21,58
39,Male,2011,Left,1.696,74.1,160,186,541,1799,247,20,61
21,Male,2011,Right,1.761,70.4,172,183,557,1809,265,28,64
23,Male,2011,Right,1.774,94.6,178,200,617,1864,287,17,71
31,Male,2011,Right,1.785,97.2,179,203,596,1893,280,19,68.5
22,Male,2011,Left,1.783,73,167,181,600,1831,267,24,70
35,Male,2011,Right,1.706,89.5,177,185,562,1786,270,20,69.5
28,Male,2011,Right,1.831,105.2,177,210,615,1920,293,27,68
29,Male,2011,Right,1.705,86.3,175,180,575,1837,275,19,63
33,Male,2011,Left,1.807,92.6,173,215,578,2006,296,23,65.5
21,Male,2011,Left,1.641,71.6,162,172,547,1677,230,22,64
25,Male,2011,Right,1.906,103.2,182,208,597,1954,284,25,63
22,Male,2011,Right,1.74,87,176,201,565,1906,268,27,68
22,Male,2011,Right,1.814,119.9,186,204,580,1899,284,23,66
29,Male,2011,Right,1.885,93,173,201,593,1904,284,22,65
24,Male,2011,Left,1.66,73.3,161,177,559,1737,254,20,63.5
25,Male,2011,Right,1.813,82.9,172,192,566,1829,281,23,56
28,Male,2011,Right,1.731,102.8,171,188,567,1728,262,25,62
31,Male,2011,Right,1.79,86.9,176,185,584,1820,274,27,65
38,Male,2011,Right,1.766,101.5,178,197,565,1852,275,19,66
30,Male,2011,Left,1.781,95.4,185,199,571,1832,275,26,62.5
33,Male,2011,Right,1.664,59.8,160,171,560,1708,237,21,64
24,Male,2011,Right,1.666,88.9,170,188,571,1666,272,24,62.5
27,Male,2011,Right,1.759,73.4,165,188,582,1771,271,24,60.5
33,Male,2011,Right,1.586,79.9,169,167,558,1599,235,24,63
22,Male,2011,Right,1.78,77.9,175,190,581,1752,274,22,65
29,Male,2011,Right,1.766,99.5,175,193,598,1809,277,20,68.5
40,Male,2011,Right,1.628,66.4,168,176,553,1679,252,30,61.5
26,Male,2011,Right,1.678,91,169,181,595,1710,256,23,63.5
25,Male,2011,Right,1.767,101.3,182,201,590,1874,289,27,65
21,Male,2011,Right,1.776,81.5,165,197,563,1829,285,21,64
23,Male,2011,Right,1.756,103.4,179,197,594,1839,286,25,67
22,Male,2011,Right,1.685,58.7,164,179,563,1746,252,26,63
22,Male,2011,Left,1.74,78.7,172,194,577,1836,263,24,64.5
30,Male,2011,Left,1.667,67.4,164,191,563,1689,257,25,61.5
30,Male,2011,Right,1.68,63.1,170,188,559,1686,273,24,66
40,Male,2011,Left,1.758,91,182,191,587,1831,266,28,65.5
29,Male,2011,Left,1.79,112.1,185,204,591,1927,281,21,65
33,Male,2011,Right,1.798,102,177,200,598,1845,274,22,66
21,Male,2011,Right,1.703,97.6,178,193,548,1833,267,27,64
21,Male,2011,Right,1.715,83.8,172,191,572,1833,266,25,64.5
31,Male,2011,Left,1.861,106.6,187,203,549,1835,289,31,68.5
26,Male,2011,Right,1.804,102.9,176,196,604,1859,278,25,67
37,Male,2011,Right,1.72,70.5,178,190,566,1783,265,19,64.5
22,Male,2011,Right,1.85,108.3,181,198,577,1895,273,23,61
22,Male,2011,Right,1.651,57.5,166,184,544,1718,267,19,53
21,Male,2011,Right,1.835,80.8,171,189,579,1912,273,20,63
25,Male,2011,Right,1.784,91.6,180,190,615,1807,264,26,65
27,Male,2011,Right,1.864,76.6,170,196,572,1877,271,23,65
36,Male,2011,Right,1.745,94.3,175,188,605,1817,267,21,67
31,Male,2011,Right,1.717,81.7,179,201,584,1773,274,24,65.5
27,Male,2011,Left,1.735,70.1,167,184,577,1829,263,24,65
37,Male,2011,Right,1.729,77.5,175,204,581,1833,271,25,64
22,Male,2011,Right,1.801,68.7,163,184,557,1846,264,20,57.5
20,Male,2011,Right,1.648,70.3,164,185,568,1714,266,25,60.5
31,Male,2011,Right,1.823,116.7,183,212,601,1951,285,20,69
29,Male,2011,Right,1.774,99,179,194,604,1862,272,21,70
27,Male,2011,Right,1.87,109.9,174,215,587,2009,299,23,69.5
35,Male,2011,Right,1.792,87.5,173,213,575,1977,284,25,76.5
40,Male,2011,Right,1.702,77.8,174,190,557,1811,260,20,66
25,Male,2011,Right,1.765,67.8,171,190,583,1814,263,24,64
25,Male,2011,Right,1.79,81.8,184,197,580,1839,263,23,63.5
38,Male,2011,Right,1.821,88.1,184,206,572,1914,289,23,66
32,Male,2011,Left,1.792,104.7,181,194,597,1797,267,21,65.5
35,Male,2011,Right,1.865,100.9,181,210,560,2010,286,23,65
21,Male,2011,Right,1.767,95.6,187,191,592,1799,278,25,66
21,Male,2011,Right,1.678,68.9,174,192,569,1707,270,23,62
22,Male,2011,Right,1.728,90.9,183,184,560,1796,258,24,63.5
24,Male,2011,Right,1.744,115.9,186,209,575,1937,280,22,65.5
25,Male,2011,Right,1.73,82.2,175,190,590,1803,257,20,56.5
29,Male,2011,None,1.8,69.8,170,207,581,1864,268,19,63
20,Male,2011,Right,1.822,84.6,179,191,578,1899,268,27,61.5
22,Male,2011,Left,1.753,65.6,172,204,573,1884,280,25,67
28,Male,2011,Right,1.719,89.2,166,187,579,1805,266,18,63.5
23,Male,2011,Left,1.696,65.9,167,181,566,1680,263,24,60.5
21,Male,2011,Right,1.66,66.2,156,175,548,1685,257,20,55.5
20,Male,2011,Right,1.713,86.7,187,197,623,1816,276,26,66
20,Male,2011,Left,1.718,83.4,171,181,607,1746,258,32,66.5
25,Male,2011,Right,1.695,100.9,187,206,583,1746,288,25,64.5
21,Male,2011,Right,1.671,79.6,170,185,575,1760,258,21,63.5
24,Male,2011,Right,1.741,80.4,176,202,582,1932,274,27,60.5
26,Male,2011,Right,1.759,94.7,184,195,575,1808,263,21,61.5
24,Male,2011,Right,1.77,82.6,183,201,570,1818,287,25,64
20,Male,2011,Right,1.813,99.5,180,195,572,1848,278,25,62
21,Male,2011,Right,1.737,92.2,183,186,574,1740,268,20,63.5
25,Male,2011,Right,1.542,63.9,156,174,553,1557,254,26,63
31,Male,2011,Right,1.685,77.1,174,185,557,1676,260,26,62
40,Male,2011,Right,1.612,78.2,175,187,558,1663,255,25,59.5
26,Male,2011,Right,1.758,73.4,175,195,567,1847,264,22,62
21,Male,2011,Right,1.752,105.4,185,210,574,1878,274,25,63
26,Male,2011,Right,1.749,85.1,165,186,577,1804,259,19,62
22,Male,2011,Left,1.824,95.9,180,200,570,1907,297,24,61
21,Male,2011,Right,1.767,79.8,174,198,595,1818,279,19,67.5
22,Male,2011,Right,1.802,84.3,179,195,590,1869,268,26,63.5
21,Male,2011,Left,1.817,91.4,181,191,564,1850,260,26,62.5
21,Male,2011,Right,1.772,68.6,170,212,567,1853,281,19,66
21,Male,2011,Right,1.777,88.9,185,200,577,1889,286,29,61
23,Male,2011,Left,1.715,75.8,167,184,577,1744,269,19,62.5
20,Male,2011,Right,1.792,77.7,184,188,606,1859,273,24,66.5
28,Male,2011,Right,1.849,98.6,188,199,590,1864,284,25,67.5
20,Male,2011,Right,1.75,75.1,171,188,617,1784,268,22,68.5
28,Male,2011,Right,1.76,80.9,172,196,566,1846,272,24,66
24,Male,2011,Right,1.938,96,177,213,613,2091,292,24,64
27,Male,2011,Right,1.849,97,180,206,576,1848,269,22,58
27,Male,2011,Right,1.727,84.6,181,191,588,1770,265,31,60.5
23,Male,2011,Right,1.809,81.9,182,191,580,1853,287,20,67
30,Male,2011,Right,1.84,96.3,186,213,600,1843,297,23,65
20,Male,2011,Left,1.745,82.7,182,207,588,1897,282,25,61.5
24,Male,2011,Right,1.732,81.1,174,202,607,1831,270,20,67.5
24,Male,2011,Right,1.713,87.8,177,196,550,1805,275,25,58
22,Male,2011,Right,1.644,57.9,159,178,573,1683,245,27,65
20,Male,2011,Right,1.786,96.7,180,199,581,1875,279,28,67.5
22,Male,2011,Right,1.835,98.2,177,199,572,1819,289,19,58
27,Male,2011,Right,1.763,100.1,194,203,582,1880,280,23,61.5
26,Male,2011,Right,1.687,78.4,179,189,571,1756,250,25,62.5
25,Male,2011,Right,1.855,85.8,174,205,567,1907,286,28,64.5
20,Male,2011,Right,1.72,93.3,185,194,589,1759,282,26,64
26,Male,2011,Right,1.572,67.5,160,186,574,1690,256,18,60
26,Male,2011,Right,1.715,66.8,163,190,583,1703,263,23,65
29,Male,2011,Right,1.658,80.2,170,187,584,1689,263,23,67
34,Male,2011,Right,1.72,80.4,173,180,593,1646,258,19,64.5
20,Male,2011,Right,1.777,92.5,182,192,615,1820,269,19,62
24,Male,2011,Right,1.638,77.8,182,209,560,1820,285,25,70
37,Male,2011,Right,1.793,90.1,174,204,603,1837,270,28,68
20,Male,2011,Right,1.799,77.2,172,201,565,1884,281,22,60
24,Male,2011,Right,1.826,90.4,180,200,590,1887,289,21,65
34,Male,2011,Right,1.755,96.1,178,194,610,1808,267,24,66
33,Male,2011,Right,1.865,101.7,189,203,563,1908,286,21,65
40,Male,2011,Right,1.806,89.7,177,193,585,1834,268,25,67
29,Male,2011,Right,1.792,91.6,176,188,576,1813,266,28,63
39,Male,2011,Right,1.777,74.4,175,198,588,1858,267,28,69.5
26,Male,2011,Right,1.854,82.8,185,217,574,2032,288,23,66.5
37,Male,2011,Right,1.819,80.6,171,192,560,1860,263,20,61.5
21,Male,2011,Right,1.81,84.1,178,201,582,1826,278,22,69
30,Male,2011,Right,1.845,99.2,175,201,574,1838,273,26,64
38,Male,2011,Right,1.852,106.3,176,197,574,1930,293,23,68.5
35,Male,2011,Right,1.691,74.9,166,197,559,1777,264,21,71
26,Male,2011,Right,1.738,80.4,182,204,584,1837,276,24,67.5
37,Male,2011,Right,1.711,72.6,168,186,558,1726,254,23,66
22,Male,2011,Left,1.752,75.6,170,194,571,1829,279,17,61
33,Male,2011,Right,1.729,78.3,178,186,554,1740,258,21,63
30,Male,2011,Right,1.64,63.9,164,176,554,1633,254,19,67
37,Male,2011,Right,1.67,64.3,168,201,564,1760,264,24,60
29,Male,2011,Right,1.759,84.6,180,197,574,1781,269,24,61
31,Male,2011,Right,1.651,74,167,186,554,1742,267,26,62.5
32,Male,2011,Right,1.785,91.6,181,206,585,1909,286,23,67
29,Male,2011,Right,1.871,105.1,191,203,565,1950,277,24,59
36,Male,2011,Right,1.694,75.4,166,184,570,1822,264,21,67
31,Male,2011,Right,1.785,95.6,170,185,588,1789,260,23,65.5
26,Male,2011,Right,1.706,68.4,165,191,580,1802,259,28,67
32,Male,2011,Right,1.597,72.1,163,171,576,1615,239,19,58
30,Male,2011,Right,1.827,96.2,184,204,596,1892,286,29,67
22,Male,2011,Right,1.736,65,162,187,577,1754,258,21,63.5
35,Male,2011,Right,1.798,96.7,186,198,584,1860,280,28,61
37,Male,2011,Right,1.781,99.2,190,202,613,1824,279,18,64
26,Male,2011,Right,1.714,108.2,184,188,584,1718,273,20,60.5
23,Male,2011,Right,1.842,107.7,174,203,578,1947,289,24,68
24,Male,2011,Right,1.909,129.2,200,217,614,1986,296,27,68
24,Male,2011,Right,1.726,66.1,158,185,591,1782,259,26,65
22,Male,2011,Right,1.726,72.8,165,190,573,1800,269,18,62.5
29,Male,2011,Right,1.67,65.7,152,175,556,1726,259,26,60.5
22,Male,2011,Left,1.9,79.2,176,209,564,1877,299,24,64
25,Male,2011,Right,1.63,78.1,164,179,596,1686,249,28,59
39,Male,2011,Right,1.779,114.5,192,197,594,1807,263,25,62
39,Male,2011,Right,1.849,115.1,197,203,607,1866,291,24,65
31,Male,2011,Right,1.796,91.6,185,196,605,1850,284,19,68
36,Male,2011,Right,1.822,104.4,173,206,587,1883,300,25,62
37,Male,2011,Right,1.71,88.4,186,195,592,1737,266,23,65.5
38,Male,2011,Left,1.703,86.6,177,193,592,1717,263,24,63
29,Male,2011,Left,1.749,91.2,185,204,614,1916,282,21,65
35,Male,2011,Left,1.742,80.2,177,194,569,1819,267,21,65.5
37,Male,2011,Left,1.687,79.6,168,185,562,1730,252,34,65.5
38,Male,2011,Right,1.731,71.7,170,184,550,1849,263,26,61.5
31,Male,2011,Right,1.931,82.1,176,214,586,1978,299,21,63
39,Male,2011,Right,1.775,91.6,184,188,577,1766,267,25,64.5
36,Male,2011,Right,1.83,80.9,167,195,570,1904,282,23,66
22,Male,2011,Right,1.847,89.5,170,194,586,1952,280,21,66
31,Male,2011,Right,1.647,91.9,166,200,588,1792,246,22,67
28,Male,2011,Right,1.928,96.3,186,210,584,1985,286,25,59.5
21,Male,2011,Right,1.782,82,171,202,588,1849,286,25,64
25,Male,2011,Right,1.781,71.9,174,203,568,1837,279,23,62.5
28,Male,2011,Right,1.761,82.8,180,192,586,1766,280,24,62.5
34,Male,2011,Right,1.728,68.3,178,201,589,1770,270,22,65
33,Male,2011,Right,1.705,82.8,179,187,581,1673,262,30,61.5
28,Male,2011,Right,1.729,62.8,168,192,572,1762,258,26,60.5
31,Male,2011,Right,1.752,89.4,166,194,581,1810,269,30,62
38,Male,2011,Right,1.776,92.8,180,200,582,1812,273,21,70.5
28,Male,2011,Right,1.57,61.8,168,175,543,1587,246,26,61.5
31,Male,2011,Right,1.725,83.4,169,188,568,1803,266,21,56.5
24,Male,2011,Right,1.81,80.6,177,191,568,1830,264,24,64.5
25,Male,2011,Right,1.814,95.5,178,186,555,1843,271,24,63
35,Male,2011,Right,1.744,104.1,174,195,572,1846,275,18,61.5
25,Male,2011,Left,1.776,101.2,180,194,571,1875,275,28,61
28,Male,2011,Right,1.819,134.5,202,203,596,1880,288,21,61.5
30,Male,2011,Right,1.715,93.7,175,184,584,1700,259,25,64
20,Male,2011,Right,1.826,75.1,172,194,594,1831,282,21,63
33,Male,2011,Right,1.763,80.8,166,203,580,1778,282,25,66
26,Male,2011,Right,1.842,76.4,178,209,582,1850,286,20,61.5
31,Male,2011,Right,1.728,102.7,173,201,600,1875,275,21,65.5
22,Male,2011,Right,1.827,87.9,185,206,573,1916,284,23,63.5
23,Male,2011,Right,1.68,87.4,181,191,566,1788,273,23,67
23,Male,2011,Right,1.614,71.4,167,177,577,1663,258,23,67.5
25,Male,2011,Right,1.757,70.2,161,179,566,1758,257,22,61.5
21,Male,2011,Right,1.743,92.7,175,189,587,1813,272,21,60.5
28,Male,2011,Right,1.777,80.6,181,204,594,1823,280,23,63.5
28,Male,2011,None,1.775,94.4,185,214,567,1886,290,22,60.5
34,Male,2011,Right,1.889,85.7,188,203,555,1876,274,21,67
25,Male,2011,Right,1.788,63.8,160,185,572,1810,250,23,60
30,Male,2011,Right,1.657,73.6,156,176,562,1676,243,24,62
33,Male,2011,Left,1.713,76.9,166,188,545,1732,266,25,63.5
39,Male,2011,Left,1.685,92.7,164,183,560,1735,264,24,60
24,Male,2011,Right,1.774,93.7,178,199,562,1839,288,21,61
34,Male,2011,Right,1.737,94,182,187,561,1759,262,24,65.5
21,Male,2011,Right,1.79,106,199,196,610,1778,278,32,68
20,Male,2011,Right,1.747,79.9,175,192,585,1847,265,18,71
30,Male,2011,Right,1.877,95.4,182,209,562,1942,296,23,63
27,Male,2011,Right,1.854,110.3,193,209,599,1908,284,23,62
24,Male,2011,Right,1.854,97.4,176,203,584,1931,280,20,60
22,Male,2011,Right,1.799,118,198,215,625,1919,297,20,70.5
27,Male,2011,Left,1.642,76,167,187,587,1666,260,24,66.5
38,Male,2011,Right,1.784,99.7,182,197,576,1842,271,20,65
34,Male,2011,Left,1.739,91.8,174,199,572,1787,276,22,58
32,Male,2011,Right,1.73,87,167,192,586,1803,265,24,68.5
33,Male,2011,Right,1.756,87.3,175,193,543,1881,278,24,60
25,Male,2011,Right,1.757,71.7,161,192,574,1783,264,21,62.5
31,Male,2011,Right,1.768,99.2,178,192,590,1822,267,22,60.5
31,Male,2011,Right,1.688,77.9,164,203,541,1844,267,20,61
37,Male,2011,Left,1.805,119.3,196,195,600,1874,278,27,67.5
33,Male,2011,Right,1.725,80.3,169,192,567,1776,260,26,61
31,Male,2011,Right,1.817,91.6,175,195,590,1865,259,29,63.5
34,Male,2011,Right,1.879,90.8,175,196,567,1896,282,28,67.5
38,Male,2011,Right,1.788,101.1,187,201,585,1878,283,24,66
31,Male,2011,Right,1.807,76.9,172,193,587,1862,283,20,67
23,Male,2011,Right,1.727,63,168,175,561,1688,249,20,62
23,Male,2011,Right,1.755,98.4,175,190,572,1825,265,19,63
25,Male,2011,Left,1.872,83.5,167,191,564,1897,271,29,61
29,Male,2011,Right,1.717,65.1,165,178,550,1749,248,21,62
25,Male,2011,Right,1.81,111.5,184,196,584,1891,276,21,67
34,Male,2011,Right,1.79,89.1,174,205,577,1846,288,22,58.5
40,Male,2011,Right,1.705,92,168,190,564,1800,262,23,63
40,Male,2011,Left,1.833,74.1,170,203,555,1876,288,18,63.5
27,Male,2011,Right,1.829,116.1,188,197,576,1884,261,30,68
27,Male,2011,Right,1.842,90.2,183,194,560,1859,270,21,62.5
21,Male,2011,Right,1.62,71,172,178,588,1669,259,20,67
21,Male,2011,Left,1.721,70.4,178,203,579,1825,270,20,65.5
22,Male,2011,Right,1.728,65.3,173,190,563,1752,262,28,60.5
26,Male,2011,Right,1.767,64.6,165,190,550,1809,251,28,60.5
26,Male,2011,Right,1.697,82.3,171,186,584,1795,269,23,63.5
35,Male,2011,Right,1.634,65.5,154,183,563,1753,246,25,66.5
27,Male,2011,Right,1.772,92.1,180,191,591,1782,264,28,66
25,Male,2011,Right,1.877,74.1,172,202,567,1877,277,21,58
26,Male,2011,Left,1.782,73.7,171,198,587,1858,270,23,65
25,Male,2011,Right,1.8,103.5,187,191,578,1843,277,23,67
25,Male,2011,Right,1.754,81.1,165,191,602,1770,267,24,64
27,Male,2011,Right,1.91,125.3,200,210,584,1970,291,25,65.5
21,Male,2011,Right,1.651,69.5,168,186,564,1767,259,27,58.5
38,Male,2011,Left,1.886,117.6,190,214,598,1968,286,24,64.5
23,Male,2011,Right,1.668,79.6,170,182,583,1697,245,20,59.5
37,Male,2011,Right,1.688,76.1,167,182,565,1668,253,22,65.5
32,Male,2011,Right,1.795,70.1,172,197,547,1834,267,23,58
22,Male,2011,Right,1.744,82.4,182,204,592,1853,282,30,64
40,Male,2011,Right,1.693,95.3,179,183,577,1722,262,34,63.5
23,Male,2011,Right,1.678,61,167,184,549,1724,246,34,60.5
23,Male,2011,Right,1.74,97.2,186,201,576,1786,279,32,62
27,Male,2011,Left,1.723,88.1,170,195,582,1792,257,23,57.5
24,Male,2011,Right,1.734,74.9,168,184,598,1737,263,20,64
26,Male,2011,Right,1.868,99.8,179,198,594,1960,274,23,63.5
29,Male,2011,Left,1.677,93.9,164,180,567,1740,255,25,62.5
27,Male,2011,Right,1.678,103,188,189,589,1683,270,23,61.5
23,Male,2011,Right,1.779,119.4,182,194,600,1868,274,20,64
38,Male,2011,Right,1.753,88.6,178,191,563,1786,265,22,64.5
22,Male,2011,Left,1.829,90.8,183,210,582,1952,290,25,68
29,Male,2011,Left,1.9,104,187,229,583,2084,301,21,68
25,Male,2011,Right,1.816,83.1,175,201,570,1922,281,22,59
29,Male,2011,Left,1.871,124,190,208,613,1933,294,26,65.5
38,Male,2011,Right,1.702,69.7,169,189,563,1772,265,29,59.5
25,Male,2011,Right,1.754,75.7,163,194,604,1807,274,24,68.5
25,Male,2011,Right,1.659,93.2,178,192,587,1726,268,23,70
29,Male,2011,Right,1.725,73.5,173,181,568,1742,261,21,60.5
40,Male,2011,Right,1.717,111.6,187,180,597,1751,257,21,64.5
29,Male,2011,Right,1.77,92,182,194,563,1808,274,27,60.5
37,Male,2011,Left,1.849,102.5,187,200,575,1958,281,23,65
37,Male,2011,Right,1.809,109.9,194,191,620,1873,277,23,65
22,Male,2011,Right,1.71,76.5,168,200,589,1800,258,21,66.5
20,Male,2011,Right,1.715,99,170,192,588,1809,263,21,66
26,Male,2011,Right,1.629,78,167,178,577,1726,254,26,64
30,Male,2011,Right,1.674,82.5,174,177,574,1719,264,25,61.5
36,Male,2011,Left,1.834,102.8,173,203,598,1830,285,28,64.5
27,Male,2011,Right,1.813,95.8,176,191,594,1826,270,27,62.5
26,Male,2011,Left,1.769,91.8,184,196,603,1834,274,25,64
26,Male,2011,Right,1.721,63.4,164,181,562,1732,261,25,63
29,Male,2011,Right,1.706,99.8,184,192,590,1809,276,18,63.5
30,Male,2011,Right,1.673,64.7,164,190,564,1712,274,27,63
30,Male,2011,Right,1.715,69,169,197,575,1797,264,20,61
31,Male,2011,None,1.77,83.5,174,194,563,1851,273,25,61.5
33,Male,2011,Right,1.682,66.1,170,197,575,1694,258,19,62.5
31,Male,2011,Right,1.782,84.4,176,185,573,1776,261,21,58.5
23,Male,2011,Right,1.748,83.9,175,194,578,1796,266,19,65
23,Male,2011,Right,1.895,137.1,208,212,604,1946,300,23,64.5
22,Male,2011,Right,1.782,88.8,176,193,576,1802,276,25,63
32,Male,2011,Right,1.763,82.7,169,200,568,1898,281,20,70.5
27,Male,2011,Right,1.79,90.3,180,207,558,1783,276,24,58.5
22,Male,2011,Right,1.799,105.7,199,197,613,1836,277,22,71.5
29,Male,2011,Right,1.819,116.2,192,204,577,1838,293,21,66
36,Male,2011,Right,1.716,86,171,190,581,1782,263,24,62
40,Male,2011,Right,1.732,96.3,189,205,566,1857,284,24,67.5
22,Male,2011,Right,1.823,104.5,184,201,570,1887,284,23,65.5
22,Male,2011,Right,1.641,88.2,174,180,576,1723,262,22,62.5
22,Male,2011,Right,1.704,87.4,180,197,625,1865,286,28,74
29,Male,2011,Right,1.89,122.5,193,215,597,1997,306,22,65
22,Male,2011,Right,1.803,77.3,174,203,563,1875,283,18,62.5
29,Male,2011,Right,1.822,97.2,184,200,600,1870,261,21,71
26,Male,2011,Right,1.812,105.2,179,201,591,1871,289,24,63
37,Male,2011,Right,1.797,98.2,183,193,586,1767,268,24,64.5
21,Male,2011,Left,1.796,69.4,174,204,582,1836,277,23,68.5
35,Male,2011,Right,1.654,96.8,170,190,578,1731,256,26,61.5
21,Male,2011,Right,1.714,82.1,167,194,587,1760,263,25,65.5
30,Male,2011,Right,1.774,91,173,194,583,1809,272,20,65.5
32,Male,2011,Right,1.744,94,178,193,564,1829,273,22,63.5
