AGE,SEX,YEAR,HANDED,HEIGHT,WEIGHT,WRIST_CIRC,HAND_LENGTH,HEAD_CIRC,SPAN,FOOT_LENGTH,EAR,EYES
35,Male,2010,Left,1.702,72.6,167,195,568,1745,263,18,62
31,Male,2010,Right,1.655,79.4,176,194,576,1708,267,25,64
21,Male,2010,Right,1.914,94.6,188,218,566,2035,305,19,67.5
39,Male,2010,Right,1.72,80.2,171,190,576,1817,254,26,66
32,Male,2010,Right,1.81,116.2,195,220,612,1965,285,22,70
23,Male,2010,Right,1.85,95.4,185,198,551,1939,281,22,62
36,Male,2010,Right,1.777,99.5,191,197,578,1812,266,29,67.5
23,Male,2010,Left,1.811,70.2,179,200,549,1918,278,25,60
32,Male,2010,Right,1.78,88.2,174,200,578,1840,265,21,68.5
28,Male,2010,None,1.733,70.1,171,194,548,1823,256,21,60.5
36,Male,2010,Right,1.814,103.7,183,210,580,1995,291,21,66.5
26,Male,2010,Right,1.861,111.6,184,194,606,1956,274,26,67.5
22,Male,2010,Right,1.709,89.6,183,184,565,1726,266,23,61
38,Male,2010,Right,1.74,92.4,187,203,567,1883,278,19,66.5
26,Male,2010,Right,1.694,77.9,176,188,575,1739,270,24,66
34,Male,2010,Right,1.766,96.9,180,203,554,1828,270,23,66
31,Male,2010,Right,1.748,76,170,179,567,1749,266,20,65
32,Male,2010,Right,1.794,90.8,175,198,582,1850,277,22,64
28,Male,2010,Right,1.78,71.4,187,195,588,1846,275,23,68
24,Male,2010,Right,1.68,74.6,172,185,568,1695,254,21,60.5
23,Male,2010,Right,1.653,79.2,174,180,573,1706,267,20,64.5
26,Male,2010,Right,1.959,91.5,185,227,575,2072,301,29,71
33,Male,2010,Right,1.755,96.5,186,194,600,1809,277,24,64.5
32,Male,2010,Right,1.63,67.5,157,181,552,1655,263,24,59.5
30,Male,2010,Left,1.825,107.3,184,199,590,1876,266,21,69.5
36,Male,2010,Right,1.795,79.3,180,192,575,1828,275,25,62.5
25,Male,2010,Right,1.745,78.2,183,193,571,1803,278,21,67
33,Male,2010,Right,1.818,88.2,176,196,568,1807,271,20,62
21,Male,2010,Right,1.881,71.5,179,192,583,1898,262,24,66
37,Male,2010,Right,1.675,66.5,158,187,554,1749,269,25,68.5
27,Male,2010,Right,1.852,87.9,183,195,570,1941,280,25,62.5
20,Male,2010,Right,1.785,67.5,171,193,560,1803,265,24,58.5
30,Male,2010,Right,1.791,88.4,168,194,578,1894,284,22,62
20,Male,2010,Left,1.685,69.5,155,183,562,1757,236,22,64.5
30,Male,2010,Right,1.85,121.8,197,197,577,1908,295,24,65
30,Male,2010,Right,1.737,71.9,172,210,583,1854,284,20,65.5
26,Male,2010,Right,1.743,88.1,180,196,605,1769,275,26,66
25,Male,2010,Right,1.744,57.5,161,184,577,1773,250,24,64
24,Male,2010,Right,1.73,86.5,177,190,590,1765,269,22,71
33,Male,2010,Right,1.762,95.8,177,198,568,1810,272,24,67
21,Male,2010,Right,1.669,66.7,164,190,573,1724,256,22,61.5
29,Male,2010,Right,1.74,70.6,178,200,550,1766,260,22,61.5
31,Male,2010,Right,1.709,84.7,170,183,583,1766,237,30,60.5
39,Male,2010,Right,1.879,101.3,191,212,590,1876,295,24,63.5
40,Male,2010,Right,1.674,85.6,170,184,558,1716,255,20,59
39,Male,2010,Right,1.779,109.5,190,206,563,1803,287,28,63
35,Male,2010,Right,1.844,83.4,182,203,582,1929,279,20,65.5
35,Male,2010,Right,1.637,72.7,160,187,530,1680,255,17,57.5
24,Male,2010,Right,1.754,98.6,181,185,574,1786,268,25,60
31,Male,2010,Right,1.704,77.3,182,190,578,1709,265,25,67
33,Male,2010,Right,1.84,140,197,213,595,1993,283,20,66
26,Male,2010,Right,1.783,67.4,177,196,568,1922,282,22,65
28,Male,2010,Left,1.748,88.4,171,187,582,1737,253,26,65.5
40,Male,2010,Right,1.703,98.8,179,189,574,1815,267,24,67.5
35,Male,2010,Right,1.852,95.2,175,205,580,1902,286,23,63
26,Male,2010,Right,1.609,56.6,161,178,557,1676,249,27,60.5
33,Male,2010,Right,1.709,71.7,167,184,564,1797,248,23,59
27,Male,2010,Left,1.835,71.7,176,193,566,1879,270,20,65
28,Male,2010,Right,1.742,98.8,179,197,566,1811,267,23,60
32,Male,2010,Right,1.698,66.2,169,178,567,1683,264,24,63.5
28,Male,2010,Right,1.671,80.7,173,180,569,1764,248,27,60
26,Male,2010,Right,1.85,105.3,189,199,600,1878,284,25,63.5
27,Male,2010,Right,1.754,68.3,171,190,552,1830,264,24,64
39,Male,2010,Right,1.619,74.9,171,184,575,1705,255,24,65.5
26,Male,2010,Right,1.772,73.8,170,196,570,1810,274,24,65.5
28,Male,2010,Right,1.705,60.4,162,203,574,1832,278,19,62
39,Male,2010,Right,1.619,77.4,164,180,580,1699,256,23,64.5
22,Male,2010,Left,1.726,76.8,175,181,592,1735,256,23,63.5
26,Male,2010,Right,1.84,102.2,175,195,583,1846,273,23,62
39,Male,2010,Right,1.674,92.3,175,190,557,1743,256,24,65.5
40,Male,2010,Right,1.75,98.8,190,210,585,1876,299,20,71.5
23,Male,2010,Right,1.819,88.7,178,200,563,1886,274,24,71
21,Male,2010,Right,1.75,85.2,166,188,587,1813,255,21,63.5
27,Male,2010,Right,1.723,74.8,178,191,583,1830,260,24,62.5
33,Male,2010,Right,1.791,74.4,174,190,600,1807,272,28,65
35,Male,2010,Left,1.723,82.3,165,191,584,1801,260,24,66
21,Male,2010,Right,1.578,62.7,157,165,541,1536,233,28,61
24,Male,2010,Right,1.718,77.8,175,192,570,1797,273,26,64
34,Male,2010,Right,1.799,88.2,186,194,566,1785,268,22,66.5
24,Male,2010,Left,1.702,73,167,204,570,1765,268,24,65
29,Male,2010,Right,1.737,86.4,180,197,574,1798,269,18,65.5
24,Male,2010,Right,1.73,86.6,175,187,568,1744,266,25,61
23,Male,2010,Right,1.785,73.7,180,192,580,1774,268,24,61
21,Male,2010,Right,1.843,69.6,181,202,573,1876,277,24,63
21,Male,2010,Right,1.791,77.5,178,195,564,1875,264,20,63
22,Male,2010,Right,1.657,72.7,155,175,560,1663,248,30,57.5
26,Male,2010,Right,1.701,79.7,174,184,530,1749,265,25,55
20,Male,2010,Right,1.786,74.4,170,186,592,1855,262,24,67
27,Male,2010,Right,1.755,96.8,185,195,585,1813,269,25,62
29,Male,2010,Right,1.79,92,178,191,593,1862,269,21,65
22,Male,2010,Right,1.782,81.4,175,183,575,1691,260,22,61.5
28,Male,2010,Right,1.839,64.6,175,201,565,1826,282,20,58
31,Male,2010,Right,1.88,95.4,174,197,582,1909,280,28,68
28,Male,2010,Right,1.738,85.3,181,192,577,1828,278,24,64.5
31,Male,2010,Left,1.734,90,181,196,585,1816,270,25,68.5
34,Male,2010,Right,1.819,83.5,168,204,580,1990,284,27,64
30,Male,2010,Right,1.683,85.1,170,194,601,1748,265,19,66
31,Male,2010,Right,1.815,89.7,178,192,571,1837,275,25,67
40,Male,2010,Right,1.673,82.2,167,177,562,1724,246,22,65
28,Male,2010,Right,1.831,111.2,201,209,594,1880,285,20,65.5
29,Male,2010,Right,1.845,110.5,185,197,600,1918,275,31,64
32,Male,2010,Right,1.687,78.2,174,182,567,1727,246,23,59.5
30,Male,2010,Right,1.756,86.9,183,190,566,1786,274,23,63
28,Male,2010,Right,1.846,141.3,200,208,594,1919,294,21,70
21,Male,2010,Right,1.657,78.9,183,180,563,1719,254,28,63
20,Male,2010,Right,1.632,69,161,174,571,1723,257,23,60
29,Male,2010,Right,1.735,79.2,181,192,577,1858,267,24,63.5
34,Male,2010,Right,1.726,69.9,164,185,575,1745,269,21,60.5
38,Male,2010,Right,1.887,87.8,191,205,585,1915,289,25,64.5
39,Male,2010,Right,1.765,70.6,171,200,548,1855,284,27,61.5
26,Male,2010,Left,1.793,82.2,172,196,557,1917,280,26,64
24,Male,2010,Right,1.849,99.2,183,203,625,1916,288,26,70
38,Male,2010,Right,1.739,98.8,184,191,578,1786,276,28,70.5
24,Male,2010,Right,1.668,75.9,161,185,565,1716,275,23,61.5
31,Male,2010,Right,1.746,78.2,172,208,591,1869,281,21,64.5
36,Male,2010,Right,1.75,83.1,176,196,563,1812,265,19,62
24,Male,2010,Right,1.81,99.6,186,206,596,1883,285,24,60
33,Male,2010,Right,1.71,74.2,164,188,553,1707,260,27,61.5
31,Male,2010,Right,1.847,96.8,177,204,560,1978,288,23,60.5
27,Male,2010,Right,1.811,91.6,173,183,561,1780,276,20,60
40,Male,2010,Right,1.78,108,179,222,570,1977,296,23,69.5
33,Male,2010,Right,1.74,78.8,172,188,595,1762,259,19,60
31,Male,2010,Right,1.797,94.9,182,197,582,1846,278,27,67
23,Male,2010,Right,1.755,90.6,173,189,560,1827,282,24,58.5
29,Male,2010,Left,1.842,106.9,191,205,595,1937,286,23,68
24,Male,2010,Right,1.656,87.4,165,180,580,1733,259,24,65.5
26,Male,2010,Right,1.776,87.9,178,190,582,1827,272,24,65
32,Male,2010,Left,1.859,115.4,186,195,603,1836,284,22,65.5
22,Male,2010,Right,1.685,79,182,190,555,1732,266,25,60.5
21,Male,2010,Right,1.775,88.7,182,190,565,1811,278,25,61.5
26,Male,2010,Right,1.825,86.6,175,211,580,2007,290,21,67
21,Male,2010,Right,1.931,80.6,177,204,584,2012,284,23,64.5
26,Male,2010,Left,1.789,96.6,188,192,576,1857,275,25,65.5
36,Male,2010,Right,1.819,109.9,181,195,584,1875,281,24,60.5
34,Male,2010,Right,1.782,77.1,177,188,577,1824,262,25,62.5
23,Male,2010,Right,1.721,95.1,179,183,560,1740,259,23,59.5
33,Male,2010,Right,1.91,111.8,183,210,606,1989,298,25,72.5
30,Male,2010,Right,1.804,89.5,181,199,557,1890,276,22,65
33,Male,2010,Right,1.782,106,178,201,602,1827,270,23,69
22,Male,2010,Right,1.777,95.1,173,177,570,1809,272,23,61
38,Male,2010,Right,1.803,87.2,187,185,578,1855,263,25,63
32,Male,2010,Right,1.879,97.8,186,218,589,2022,300,19,74
30,Male,2010,Right,1.733,97.4,172,183,565,1776,249,16,59
38,Male,2010,Right,1.835,95.8,183,200,588,1892,278,25,67.5
39,Male,2010,Right,1.721,90,178,187,581,1749,272,23,65
27,Male,2010,None,1.711,94.8,177,183,580,1756,262,26,63.5
32,Male,2010,Right,1.809,95,179,184,570,1817,268,26,69
40,Male,2010,Right,1.807,103.6,189,207,575,1893,279,21,66.5
26,Male,2010,Right,1.705,77.7,175,185,582,1766,270,24,63.5
33,Male,2010,Right,1.955,108,187,222,608,2076,299,28,63.5
30,Male,2010,Right,1.73,84,176,185,575,1771,274,27,62
32,Male,2010,Right,1.724,70.7,169,177,565,1710,260,23,61
31,Male,2010,Right,1.705,70.5,176,195,593,1762,260,19,64.5
36,Male,2010,Right,1.838,85.1,175,196,573,1877,274,21,67
25,Male,2010,Left,1.706,86.5,171,185,588,1706,245,23,68
37,Male,2010,Right,1.773,82.2,178,197,570,1823,282,23,70.5
31,Male,2010,Right,1.734,84.2,175,196,560,1746,271,25,65.5
38,Male,2010,Right,1.748,72.3,170,187,572,1821,268,23,59.5
32,Male,2010,Right,1.651,89.6,180,182,577,1689,262,21,63.5
20,Male,2010,Right,1.724,75.5,162,193,556,1873,275,25,62.5
23,Male,2010,Right,1.86,73.2,179,207,577,1912,286,26,61.5
28,Male,2010,Left,1.757,78.3,179,196,575,1807,279,24,64.5
26,Male,2010,Left,1.916,116.4,185,204,577,1963,292,33,66
27,Male,2010,Right,1.847,79.9,174,198,565,1904,280,24,69
30,Male,2010,None,1.855,90.8,186,203,588,1969,289,20,64.5
25,Male,2010,Right,1.718,67.7,166,186,567,1757,261,28,64
38,Male,2010,Right,1.641,85.8,177,185,571,1690,257,20,58
25,Male,2010,Right,1.833,85.2,184,204,550,1891,293,20,70
30,Male,2010,Right,1.784,103.3,200,195,577,1835,292,24,66.5
24,Male,2010,Right,1.77,103.4,177,206,595,1856,283,23,63
26,Male,2010,Right,1.702,72.5,163,183,555,1721,247,28,56
29,Male,2010,Right,1.8,71.1,170,189,595,1843,255,26,62.5
31,Male,2010,Right,1.715,67.8,167,194,570,1801,265,26,65.5
24,Male,2010,Right,1.842,78.2,172,189,565,1803,277,22,60
33,Male,2010,Right,1.753,84,180,201,575,1882,283,21,69.5
24,Male,2010,Right,1.935,108.6,183,200,585,1934,278,26,65.5
39,Male,2010,Right,1.738,75.8,180,195,553,1777,258,28,60.5
21,Male,2010,Right,1.77,83.3,181,190,565,1852,256,26,58
23,Male,2010,Left,1.72,87,187,193,577,1856,277,23,64
24,Male,2010,None,1.673,72.8,168,175,562,1695,240,26,64
33,Male,2010,Left,1.822,94.5,180,195,578,1813,266,24,61.5
22,Male,2010,Right,1.913,114.1,197,195,560,1908,286,26,61.5
21,Male,2010,Right,1.756,90.7,183,193,582,1799,269,28,62.5
27,Male,2010,Right,1.735,84.6,182,184,590,1776,253,22,61
21,Male,2010,None,1.726,81.8,177,208,566,1929,285,22,70.5
23,Male,2010,Right,1.716,86.9,179,187,557,1778,260,24,67.5
37,Male,2010,Left,1.717,68.2,160,190,553,1754,257,25,59
32,Male,2010,Right,1.718,68,168,197,562,1764,262,24,65
28,Male,2010,Right,1.747,94.7,178,200,613,1866,284,25,64.5
23,Male,2010,Right,1.567,47.4,152,172,518,1647,243,18,58.5
22,Male,2010,Right,1.738,72.9,172,188,546,1780,264,20,55
35,Male,2010,Right,1.862,107.8,195,203,603,1950,294,23,67.5
31,Male,2010,Right,1.654,54,157,165,535,1644,241,23,64.5
34,Male,2010,Right,1.637,85.4,176,183,556,1679,247,24,60
25,Male,2010,Right,1.738,87.1,180,190,583,1829,272,25,68
37,Male,2010,Right,1.813,107.1,186,205,566,1959,287,18,67.5
32,Male,2010,Left,1.738,79.1,173,200,564,1884,295,27,68
27,Male,2010,Right,1.815,109.6,194,217,591,1949,300,26,66
31,Male,2010,Right,1.736,115,186,182,583,1732,267,19,58.5
23,Male,2010,Right,1.689,86.6,167,181,583,1719,275,26,67.5
26,Male,2010,Right,1.74,75.6,165,185,543,1790,253,27,62
34,Male,2010,Right,1.782,83.4,179,195,577,1832,269,25,65
39,Male,2010,Right,1.784,81.2,176,201,565,1842,271,25,59.5
23,Male,2010,Right,1.647,84.5,172,179,566,1701,252,23,58
25,Male,2010,Right,1.74,94.1,188,187,576,1776,268,26,65
25,Male,2010,Right,1.664,64.4,173,193,564,1768,273,23,67
35,Male,2010,Right,1.805,112.4,190,201,590,1913,290,23,67.5
23,Male,2010,None,1.745,90.7,177,187,588,1857,267,23,69.5
23,Male,2010,Right,1.605,71.8,171,186,530,1708,257,22,61.5
26,Male,2010,Right,1.83,97.1,183,199,584,1960,271,21,61
31,Male,2010,Right,1.81,81.3,178,194,566,1881,269,26,60
35,Male,2010,Left,1.731,75.5,165,178,578,1746,244,22,67
27,Male,2010,Right,1.845,79.7,177,195,555,1868,295,28,65.5
33,Male,2010,Right,1.775,64.8,176,204,550,1907,288,22,64
28,Male,2010,Right,1.795,107.9,184,187,607,1838,276,21,66.5
22,Male,2010,Right,1.664,87.4,178,200,571,1773,267,20,65
23,Male,2010,Right,1.752,98.2,180,187,590,1809,263,24,62.5
39,Male,2010,Right,1.836,108.7,190,197,603,1904,282,25,66.5
29,Male,2010,Right,1.628,77.5,165,183,574,1671,248,22,66.5
39,Male,2010,Right,1.64,80.1,176,193,560,1760,253,23,65
23,Male,2010,Right,1.728,87.4,171,204,600,1798,280,28,59.5
25,Male,2010,Right,1.861,117.4,186,197,602,1869,265,25,60.5
40,Male,2010,Right,1.754,97,179,200,583,1874,284,27,68
25,Male,2010,Right,1.741,77.9,167,184,568,1774,254,23,62.5
27,Male,2010,Right,1.657,55.6,169,180,516,1684,251,24,57.5
27,Male,2010,Right,1.66,53.3,163,184,530,1777,257,20,64
28,Male,2010,Right,1.678,93.3,172,183,577,1616,258,20,64
25,Male,2010,Right,1.701,67.6,162,190,582,1775,263,25,63.5
23,Male,2010,Right,1.742,71.8,165,201,588,1823,267,22,63.5
22,Male,2010,Left,1.818,91.6,186,199,618,1879,284,23,65
30,Male,2010,Right,1.785,87.1,179,205,575,1898,276,27,62
34,Male,2010,Right,1.666,70.1,166,188,564,1766,266,23,67.5
28,Male,2010,Right,1.781,111.5,182,192,592,1850,273,25,69.5
25,Male,2010,Right,1.802,108.4,168,194,594,1891,274,24,67.5
23,Male,2010,Right,1.669,63.7,168,184,570,1770,257,17,60.5
25,Male,2010,Right,1.837,96.4,186,210,555,1911,298,21,63.5
24,Male,2010,Right,1.881,105.4,183,204,584,1997,276,22,68.5
26,Male,2010,Right,1.782,88.7,177,189,593,1852,274,21,66.5
26,Male,2010,Right,1.755,89,170,190,583,1793,271,22,64.5
23,Male,2010,Right,1.73,68.8,171,194,563,1718,266,26,59.5
30,Male,2010,Right,1.755,102.1,181,187,578,1875,259,27,64.5
29,Male,2010,Right,1.762,110.5,188,195,577,1832,272,25,62
34,Male,2010,Right,1.72,81.9,178,200,543,1806,251,23,65
34,Male,2010,Right,1.711,87.1,161,180,563,1781,255,26,60.5
31,Male,2010,Right,1.784,77.5,177,199,555,1831,277,32,61.5
26,Male,2010,Right,1.835,109.8,182,187,594,1828,277,25,66.5
31,Male,2010,Left,1.823,96.5,180,198,584,1907,288,25,63.5
28,Male,2010,None,1.64,67.4,164,181,573,1739,253,22,64.5
31,Male,2010,Right,1.704,102.6,174,196,604,1844,264,26,69.5
22,Male,2010,Right,1.73,60.1,172,193,570,1852,268,27,61.5
26,Male,2010,Right,1.656,67.6,167,190,566,1746,263,25,65.5
28,Male,2010,Right,1.668,86.7,189,195,573,1778,272,23,67.5
32,Male,2010,Right,1.635,82.6,171,180,566,1712,252,23,64.5
28,Male,2010,Right,1.861,86.2,184,209,575,1960,295,23,73
25,Male,2010,Right,1.667,82.1,177,186,596,1729,266,23,63.5
21,Male,2010,Right,1.76,67.5,173,185,584,1794,263,24,60.5
24,Male,2010,Left,1.752,86,178,184,575,1789,266,22,63.5
25,Male,2010,Right,1.886,95.4,185,204,564,1928,294,30,62.5
35,Male,2010,Right,1.729,97,190,200,583,1801,270,24,63.5
25,Male,2010,Right,1.79,89.5,184,193,600,1811,270,21,63
22,Male,2010,Right,1.745,101.6,184,190,595,1790,268,24,66.5
25,Male,2010,Right,1.677,75.8,165,186,550,1743,244,22,56
24,Male,2010,Left,1.725,71.5,175,197,558,1859,277,21,67
29,Male,2010,Right,1.748,88.4,179,201,575,1815,284,26,64.5
29,Male,2010,Right,1.61,45.9,150,187,562,1673,249,27,59.5
40,Male,2010,Right,1.705,75.6,173,178,590,1723,250,25,64.5
27,Male,2010,Right,1.833,99.5,189,200,581,1896,283,23,70
36,Male,2010,Left,1.82,113.8,183,193,572,1849,273,25,68
24,Male,2010,Right,1.776,84,176,195,573,1797,276,22,63
24,Male,2010,Right,1.791,111.4,188,200,602,1872,293,26,66
33,Male,2010,Left,1.97,90.2,182,221,580,2073,306,23,62.5
30,Male,2010,Right,1.814,92.4,181,207,608,1929,284,22,71
30,Male,2010,Right,1.782,86,168,194,545,1856,281,30,64
36,Male,2010,Right,1.717,84.2,171,197,572,1800,267,19,68.5
29,Male,2010,Right,1.86,93.9,184,210,568,1920,288,20,64.5
22,Male,2010,Left,1.763,92.1,183,190,590,1796,267,28,67
22,Male,2010,Right,1.624,72.4,158,175,563,1693,251,23,63.5
24,Male,2010,Right,1.723,88.6,180,183,553,1774,258,28,59
30,Male,2010,Right,1.674,75.3,172,177,552,1708,243,28,68
30,Male,2010,Right,1.744,85.7,179,206,590,1856,294,24,69.5
36,Male,2010,Right,1.748,98,184,197,575,1907,277,22,67
21,Male,2010,Right,1.775,68,176,197,567,1826,265,22,60
20,Male,2010,Right,1.74,73.5,165,178,550,1789,262,26,57.5
32,Male,2010,Right,1.752,64.9,174,199,580,1876,264,19,66.5
32,Male,2010,Right,1.673,76.6,170,174,555,1693,251,24,63.5
38,Male,2010,Right,1.85,86,174,208,573,1936,279,19,67
20,Male,2010,Right,1.802,80.9,171,200,572,1942,285,24,65
21,Male,2010,Right,1.727,80.1,176,184,562,1749,255,26,61.5
22,Male,2010,Right,1.717,77.3,161,194,580,1773,264,26,68.5
20,Male,2010,Left,1.85,90.5,183,197,570,1899,266,26,69.5
20,Male,2010,Left,1.958,86.6,173,197,602,1932,280,24,63
22,Male,2010,Right,1.708,84.5,180,189,586,1747,271,24,57
38,Male,2010,Right,1.923,120.3,202,212,605,1967,293,23,68
24,Male,2010,Right,1.684,76.9,179,184,555,1747,250,30,59.5
25,Male,2010,Right,1.762,99.5,174,187,563,1821,269,22,60
31,Male,2010,Left,1.869,105.4,172,203,583,1884,288,21,64
35,Male,2010,Right,1.668,75,160,174,556,1712,263,26,65
27,Male,2010,Right,1.658,86.5,171,186,577,1719,253,21,67.5
22,Male,2010,Right,1.823,96.2,175,198,571,1923,275,26,64.5
25,Male,2010,Right,1.856,72.7,169,194,536,1842,279,26,59
25,Male,2010,Right,1.792,78.5,177,199,566,1847,292,32,60.5
21,Male,2010,Right,1.709,75.2,168,188,580,1815,266,28,62.5
29,Male,2010,Right,1.712,81.8,170,181,550,1684,268,26,61.5
39,Male,2010,Right,1.769,87.3,171,190,588,1815,264,25,62.5
25,Male,2010,Right,1.77,82.4,183,195,598,1808,281,27,63.5
35,Male,2010,Right,1.928,99.9,183,214,587,2001,289,30,67.5
32,Male,2010,Right,1.751,86.7,183,196,548,1870,268,23,65.5
22,Male,2010,Right,1.82,72.8,183,191,553,1879,269,25,56.5
23,Male,2010,Right,1.821,71.5,180,202,568,1917,275,26,60
23,Male,2010,Right,1.813,127.4,198,190,599,1877,275,20,73.5
20,Male,2010,Right,1.826,96.1,180,195,587,1930,285,21,64.5
34,Male,2010,Right,1.675,101.8,185,188,595,1742,261,24,68
24,Male,2010,Left,1.722,86.9,181,195,566,1817,277,21,66.5
31,Male,2010,Right,1.718,84,178,191,578,1759,258,27,65.5
31,Male,2010,Left,1.726,83.4,173,197,578,1836,274,27,72
38,Male,2010,Right,1.767,73.3,170,196,560,1783,268,31,68.5
28,Male,2010,Right,1.701,73.5,171,187,563,1800,264,24,64
23,Male,2010,Right,1.68,85.8,185,205,567,1808,298,27,73
31,Male,2010,Right,1.825,94.1,181,196,578,1806,271,25,67.5
39,Male,2010,Right,1.635,92,178,181,573,1671,261,26,62
35,Male,2010,Right,1.736,90.5,185,184,584,1732,272,24,64
34,Male,2010,Right,1.692,102.1,180,192,588,1755,276,23,62.5
24,Male,2010,Right,1.665,65,168,181,560,1676,257,26,62
31,Male,2010,Right,1.856,97.7,186,204,589,1902,295,24,70.5
23,Male,2010,Right,1.874,113,181,205,602,1983,291,25,66
28,Male,2010,Right,1.672,89.4,191,198,590,1739,275,32,64
20,Male,2010,Right,1.807,76.3,168,182,570,1757,268,20,66
24,Male,2010,Right,1.892,124.1,200,207,603,1947,281,22,64.5
21,Male,2010,Right,1.795,87.6,178,200,568,1843,280,26,64.5
21,Male,2010,Right,1.721,73.6,172,184,595,1771,252,28,61
21,Male,2010,Right,1.687,75.9,180,191,586,1765,270,25,61
20,Male,2010,Right,1.745,70.2,166,190,575,1789,256,25,65
34,Male,2010,Right,1.751,88.7,182,203,578,1860,290,24,67
39,Male,2010,Right,1.856,126.6,183,221,600,2033,298,24,74.5
31,Male,2010,Right,1.702,84.2,166,197,599,1752,264,27,67.5
23,Male,2010,Left,1.717,69.9,164,187,588,1690,253,27,65
20,Male,2010,Right,1.759,71.3,179,199,590,1818,279,25,65.5
29,Male,2010,Right,1.789,109.9,184,191,572,1867,274,26,67
29,Male,2010,Right,1.838,104.2,185,199,579,1916,291,27,65.5
20,Male,2010,Right,1.639,63.3,163,184,570,1681,259,27,67.5
38,Male,2010,Right,1.745,95.5,179,191,577,1763,258,23,67
21,Male,2010,Left,1.662,70.9,175,187,554,1777,250,23,58
25,Male,2010,Right,1.688,78.1,170,186,573,1754,264,25,61.5
31,Male,2010,Right,1.744,101.7,185,194,582,1801,278,24,65
28,Male,2010,Right,1.773,102.8,188,194,585,1746,270,30,69
25,Male,2010,Right,1.835,91,178,214,570,1984,286,21,72
36,Male,2010,Right,1.736,78.7,174,194,575,1828,272,23,66.5
32,Male,2010,Right,1.668,78.1,172,186,590,1725,250,24,62
28,Male,2010,Right,1.791,93.1,178,188,568,1852,268,27,66
33,Male,2010,Right,1.816,79.3,177,194,570,1837,266,28,61.5
29,Male,2010,Right,1.781,81.2,176,191,570,1773,267,24,59.5
22,Male,2010,Right,1.759,62.1,164,194,553,1784,281,20,60.5
26,Male,2010,Left,1.673,75.8,175,177,553,1693,253,21,63
21,Male,2010,Right,1.734,74.5,176,196,565,1855,271,25,57
28,Male,2010,Right,1.64,81.9,162,174,592,1682,250,21,68
28,Male,2010,Right,1.663,71.4,165,176,561,1710,247,19,63
40,Male,2010,Right,1.646,86.5,167,201,570,1803,270,25,66
20,Male,2010,Right,1.85,94.2,185,203,580,1914,281,25,64
30,Male,2010,Right,1.764,83.2,182,199,592,1815,275,26,65.5
26,Male,2010,Left,1.863,83.8,173,200,588,1961,267,24,64
20,Male,2010,Right,1.795,96.2,185,202,594,1900,293,26,66
21,Male,2010,Right,1.583,54.5,156,180,558,1660,244,21,61.5
20,Male,2010,Right,1.886,81.9,183,190,576,1954,281,32,63
35,Male,2010,Right,1.708,86.8,168,191,555,1776,265,25,69
28,Male,2010,Right,1.789,100.8,186,186,577,1831,284,24,60.5
27,Male,2010,Right,1.88,102.1,176,203,593,1956,279,24,65
33,Male,2010,Right,1.74,92.2,174,184,570,1763,264,20,66.5
22,Male,2010,Right,1.738,86.4,175,186,576,1813,262,27,60.5
28,Male,2010,Right,1.777,81.2,168,189,563,1766,253,19,60
29,Male,2010,Left,1.649,87,175,170,590,1690,254,32,62
24,Male,2010,Right,1.786,78,180,204,566,1884,282,25,71.5
33,Male,2010,Right,1.73,73.4,158,198,558,1843,256,22,60
20,Male,2010,Right,1.768,61.8,165,189,558,1839,269,19,67.5
20,Male,2010,Right,1.767,68.2,176,197,545,1865,284,25,59.5
21,Male,2010,Right,1.844,91,190,206,590,1896,292,21,67.5
20,Male,2010,Right,1.859,79.5,179,204,556,1897,299,20,62
20,Male,2010,Right,1.74,85.9,189,203,576,1792,282,23,62.5
21,Male,2010,Right,1.807,107.5,189,193,622,1850,275,29,64
31,Male,2010,Right,1.77,84.2,182,197,584,1848,284,23,64
21,Male,2010,Right,1.865,94.9,178,212,574,2039,289,22,66
20,Male,2010,Right,1.759,71.5,179,197,564,1861,272,28,57.5
29,Male,2010,Right,1.926,101,196,210,585,2055,297,23,70
24,Male,2010,Right,1.781,82.5,176,204,575,1952,290,23,67.5
22,Male,2010,Right,1.766,81,183,200,577,1800,274,32,56.5
22,Male,2010,Right,1.814,80.7,179,197,577,1896,274,25,65.5
21,Male,2010,Right,1.83,81.9,176,198,594,1861,281,24,72
23,Male,2010,Right,1.868,90.4,176,203,598,1924,283,23,67.5
37,Male,2010,Right,1.668,90.6,183,188,540,1715,264,20,69
39,Male,2010,Left,1.853,109.4,178,205,584,2024,285,22,70
29,Male,2010,Right,1.571,77.4,164,172,568,1649,232,24,65
21,Male,2010,Right,1.723,90.4,175,196,592,1802,285,22,66
29,Male,2010,Right,1.829,99.2,191,193,589,1889,285,20,62.5
31,Male,2010,Right,1.696,77.7,170,178,545,1778,254,22,61.5
21,Male,2010,Left,1.698,66.2,167,192,591,1780,264,26,64.5
32,Male,2010,Right,1.845,86.8,184,204,570,1974,287,22,62.5
28,Male,2010,Left,1.772,76.8,175,197,574,1858,274,21,64.5
38,Male,2010,Right,1.714,85.6,178,204,583,1854,274,22,65
24,Male,2010,Right,1.772,94.2,169,197,565,1886,278,26,68
36,Male,2010,Left,1.747,79.9,190,188,578,1788,264,22,60
